decision,review_notes,id,split,source_line,task_category,flags,instruction,output
,,train-00119-7cfd79114bb2,train,119,long_form_generation,,请根据中医理论，结合真实问题，生成一段关于产后大便次数增多的问题描述和治疗建议。,产后大便次数增多，可能是由于产后身体虚弱，脾肾阳虚所致。治疗时，可以考虑采用温补脾肾、固涩止泻的方剂，如四神丸、真人养脏汤等。同时，注意饮食调理，避免生冷、油腻食物，保持情绪稳定，避免过度劳累。
,,train-00147-e660fbf2f0e1,train,147,knowledge_qa,medical_advice|medical_advice_without_safety_language|personal_medical_advice|personal_medical_advice_without_safety_language|vulnerable_population|vulnerable_population_without_safety_language,小儿厌食，推荐哪些中药方剂？,小儿厌食可采用理脾汤治疗：苍术3克，陈皮3克，厚朴3克，神曲6克，焦山楂6克，炒麦芽6克。
,,train-00149-25f4fd064b9f,train,149,knowledge_qa,medical_advice|medical_advice_without_safety_language|personal_medical_advice|personal_medical_advice_without_safety_language,我最近湿气很重，总感觉身体沉重，四肢无力，有什么好的中药方剂推荐吗？,根据您的症状，可能是湿阻气滞痞满证。建议尝试使用具有祛湿、行气、消痞功效的方剂，如平胃散、五苓散等。这些方剂可以帮助调理脾胃，祛除湿气，恢复身体的正常机能。不过，最好是根据个人具体症状，在中医师的指导下选用合适的方剂。
,,train-00160-7fea5efdf5d2,train,160,long_form_generation,document_style_output,中医治疗遗尿的方法有哪些？请写一篇关于遗尿中医疗法的摘要。,本文综述了中医疗法在处理遗尿症状上的多种有效策略，从辨证施治的原则出发，结合经典方剂如缩泉丸、补骨脂汤等的应用案例。分析了针灸治疗和中药干预对于改善遗尿患者的排尿控制能力和提高生活质量的贡献。阐述了调和阴阳、健脾益肾和温通膀胱等原则在中医理论体系中的实践应用，强调了个体化治疗方案在临床操作上的重要性。
,,train-00172-b30ecf28ccb7,train,172,knowledge_qa,serious_condition|serious_condition_without_safety_language,疑似血癌的病人，中医问诊中应注意哪些体征？,中医诊断疑似血癌（即血液系统疾病）时，会特别注意患者的舌象、脉象以及面部和身体上的体征变化。通常关注：舌质是否异常（如出现瘀斑或色泽深重等），舌苔的厚薄、颜色（淡白、黄腻、裂纹等）；脉搏情况，如是否滑数、弱沉等；患者的精神状态如何；是否伴有乏力、盗汗、口干等症。面部看是否有紫黑、萎黄或者斑点，身体检查时需留意有无淋巴结肿大或皮肤瘀斑、出血等症状。中医诊断与问诊时注重个体差异，结合整体症状评估患者体内气血的运行情况和脏腑的功能状态。
,,train-00202-960b7911495a,train,202,title_generation,short_output|title_only_output|unverified_research_claim,请为研究脾阳虚衰证与现代社会生活方式关系的论文拟一个标题。,《现代社会生活方式对脾阳虚衰证影响的研究》
,,train-00218-f0e154852b54,train,218,knowledge_qa,,金钱草属于哪一类中药？,金钱草属于清热药类别中的草药，具体来说，它可以归为清热解毒、利尿通淋的药材。在中医理论中，金钱草性味甘、淡、凉，归膀胱经和肝经，常用于治疗湿热黄疸、石淋、热淋等症。
,,train-00224-5ae4d772af7a,train,224,knowledge_qa,heading_only_output|heading_only_task_mismatch|short_output|unverified_research_claim,探讨鸡血藤对糖尿病肾病大鼠肾组织损伤的保护作用及机制研究,鸡血藤对糖尿病肾病大鼠肾组织损伤的保护作用及机制研究
,,train-00237-ed352f5c46e7,train,237,knowledge_qa,heading_only_output|heading_only_task_mismatch|medical_advice|medical_advice_without_safety_language|short_output,中医对糖尿病神经病变的治疗方法和效果评估,中医治疗策略在缓解糖尿病神经病变症状与改善患者生活质量方面的成效研究
,,train-00242-fdc90453f00f,train,242,knowledge_qa,medical_advice|medical_advice_without_safety_language,妇人阴冷邪入少阳证，请推荐一个中医方剂。,妇人阴冷邪入少阳证，可以选用温经汤来治疗。温经汤是一种具有温经散寒、调经止痛作用的方剂，适用于寒邪侵袭少阳经所引起的症状，如经痛、月经不调等。
,,train-00250-a5bc5d8994d5,train,250,knowledge_qa,duplicate_output,请描述一下中医中的'证候'概念。,中医中的'证候'是指疾病发展过程中某一阶段的病理概括，它包括了病的原因、病的性质、病的部位以及邪正关系等，是中医诊断和治疗疾病的重要依据。
,,train-00301-af4a8e160368,train,301,knowledge_qa,unverified_research_claim,中药在现代医学中的应用,中药是一种古老的治疗方法，在现代医学中也有着广泛的应用。中药可以改善身体的免疫力、减轻炎症反应、促进血液循环等，对于一些慢性疾病如高血压、糖尿病、心脑血管疾病等都有一定的辅助治疗作用。此外，中药还可以用于缓解疼痛、舒缓神经、调节情绪等方面，对于失眠、焦虑、抑郁症等精神疾病也有一定的疗效。但是，在使用中药时需要注意选择正规的中药材和中药方剂，并在专业医生指导下进行治疗。
,,train-00309-f724aa7874b3,train,309,knowledge_qa,latin_text_fragment,Orthostatic Headache是什么病症？中医如何理解与治疗？,Orthostatic Headache，即直立性头痛，通常在站立时加剧，可能由多种原因引起，如低颅压综合征。中医认为此症与气虚、血瘀有关，治疗时宜补益气血、活血化瘀，可使用补中益气汤、桃红四物汤等方剂，并结合针灸、拔罐等外治法。
,,train-00313-4b73aa49cc49,train,313,long_form_generation,title_only_output|title_only_task_mismatch|very_short_output,请根据中医理论，撰写一篇关于鬼箭羽功效与应用的文献。,《鬼箭羽的功效与应用探讨》
,,train-00314-5c74d53829e8,train,314,extraction_classification,potentially_toxic_herb|short_output|toxic_herb_without_safety_language,请将以下中药按照药性分类：人参、黄芩、甘草、石膏、附子。,按照药性分类，人参、甘草属于补益药；黄芩、石膏属于清热药；附子属于温里药。
,,train-00318-477c3d6a6475,train,318,knowledge_qa,serious_condition|serious_condition_without_safety_language,我有一个朋友患有原发性恶性肿瘤，在中医上有何调养方案？,中医对原发性恶性肿瘤通常认为是气、血、湿毒等因素累积，引起体内阴阳失衡导致。调养方案主要为：（1）清热解毒：如用连翘、黄连等药物清热；（2）化痰散结：利用半夏、桔梗、贝母等药物调理，以去除肿瘤与体内的痰湿；（3）活血化瘀：通过红花、桃仁等中药帮助促进血液流通。整体建议配合饮食调整和适当的中医保健治疗，如采用药膳或针灸，同时也需关注病人的情绪状态并保持乐观积极的态度。请在专业中医师的指导下实施上述方案，并结合西医治疗以实现最佳效果。
,,train-00339-f89fa9d91aed,train,339,knowledge_qa,medical_advice|medical_advice_without_safety_language,焦虑症可以使用哪些中药治疗？,对于焦虑症的中医疗法，主要依赖于调和五脏、平衡情绪的心理与物理治疗方法。常用的药物包括龙胆草、远志、酸枣仁等以清肝宁神；茯苓、甘麦水谷等用于补心安神；并可能联合使用柴胡、合欢花等具有舒肝解郁功效的中药材来缓解焦虑症状。
,,train-00389-1d748ce02707,train,389,title_generation,heading_only_output|short_output|unverified_research_claim,请为以下主题生成一个中医文献标题：'中药治疗慢性疲劳综合征的临床研究',中药治疗慢性疲劳综合征的临床疗效观察与机制探讨
,,train-00406-9428d7c1cba4,train,406,long_form_generation,short_output|title_only_output|title_only_task_mismatch|unverified_research_claim,关于肥胖问题与中医干预研究的文献综述,《中医理论在肥胖症治疗中的应用进展及其效果评价》
,,train-00461-20c98bd2300d,train,461,knowledge_qa,short_output|unverified_research_claim|vulnerable_population|vulnerable_population_without_safety_language,探讨小儿先天性高氨血症与肠道菌群的关系以及中西医结合治疗策略。,'先天性高氨血症与肠道菌群动态平衡：中医、西药干预下的联合治疗方法'
,,train-00476-f5b5947e8f88,train,476,extraction_classification,potentially_toxic_herb|short_output|toxic_herb_without_safety_language,请将以下中药按照药性分类：川乌、仙鹤草、白及、杜仲。,川乌属于温性药，仙鹤草属于平性药，白及属于寒性药，杜仲属于温性药。
,,train-00495-07d777d4e01e,train,495,title_generation,dosage_question|dosage_without_safety_language|medical_advice|medical_advice_without_safety_language|short_output|title_only_output|unverified_research_claim,请根据以下内容生成一个中医文献标题：本研究探讨了莱菔子和钟乳石在不同剂量下对大鼠便秘模型的治疗效果。,《莱菔子与钟乳石治疗大鼠便秘模型的效果及剂量探讨》
,,train-00501-eb6e85a49590,train,501,rewriting_editing,medical_advice|medical_advice_without_safety_language|short_output,请编辑以下句子，使其符合中医术语的使用规范：'我最近身体出现了血瘀，需要找中医进行破血行瘀的治疗。',我近身体出现了瘀血阻滞的情况，打算求助于中医进行活血化瘀的治疗。
,,train-00507-4190a657a8d8,train,507,knowledge_qa,heading_only_output|heading_only_task_mismatch|short_output|unverified_research_claim,探讨草果在治疗脾胃湿阻证中的药效学研究,草果化湿汤对脾胃湿阻证大鼠模型的影响及作用机制研究
,,train-00512-cdbf8d69236a,train,512,knowledge_qa,unsafe_absolute_claim|unverified_research_claim,中药汤剂在现代医学中的应用,随着现代社会的发展和科技的进步，中医中药逐渐得到了越来越多的认同和认可。其中，中药汤剂作为一种传统中医治疗方法，也在现代医学中得到广泛应用。中药汤剂是由多种中药组成的复方药物，具有治疗疾病、调节身体功能等功效。它可以通过口服、外用、穴位注射等方式进行给药，适用于各种疾病的治疗。例如，在感冒、流感、肺炎等呼吸道疾病治疗方面，中药汤剂具有良好的疗效和安全性；在肝病、胃病、肠病等方面，中药汤剂可以有效改善病情，促进康复。总之，中药汤剂作为一种安全有效的治疗方法，值得我们在日常生活中广泛应用和发展。
,,train-00524-2551a9af4abe,train,524,title_generation,title_only_output|unverified_research_claim|very_short_output,请为以下主题生成一个合适的文献标题：探讨肺热津伤证与便溏之间的关系。,《肺热津伤证与便溏相关性探讨》
,,train-00540-25107aafc0ed,train,540,knowledge_qa,medical_advice|medical_advice_without_safety_language|short_output|unverified_research_claim,探讨恶性表皮样间皮瘤的传统中医药治疗方法研究进展,恶性表皮样间皮瘤的中医治疗新视野: 综述与未来展望
,,train-00572-32b669f9e8d1,train,572,long_form_generation,document_style_output,请撰写一篇关于麻黄在治疗感冒中应用的文献综述。,标题：《麻黄在治疗感冒中的应用及药理机制综述》摘要：麻黄为中医常用解表药，具有发汗解表、宣肺平喘的功效。本文综述了麻黄在治疗感冒中的应用，并探讨了其药理机制。研究表明，麻黄主要成分麻黄碱能够兴奋交感神经，促进汗腺分泌，从而达到发汗解热的效果。此外，麻黄还具有抗炎、抗菌、镇咳平喘等作用，对于感冒引起的发热、咳嗽等症状具有良好的缓解作用。临床应用时应注意辨证论治，合理配伍，以发挥麻黄的最佳疗效。关键词：麻黄；感冒；解表；药理机制
,,train-00598-bf9fa7e972ae,train,598,knowledge_qa,short_output|title_only_output|title_only_task_mismatch|unverified_research_claim,关于乌药的中医研究,《乌药在中医治疗中的应用与研究》
,,train-00599-9628916bab78,train,599,rewriting_editing,short_output|vulnerable_population|vulnerable_population_without_safety_language,修改这段话以更清晰地描述中药非酒精性脂肪肝的功效：通过调理脾脏、改善肝功能障碍。,中药治疗非酒精性脂肪肝时，着重于调节脾脏的功能来促进肝脏健康的恢复与保护。
,,train-00612-593566dec215,train,612,knowledge_qa,dosage_question|dosage_without_safety_language|medical_advice|medical_advice_without_safety_language,在中医中，0.15～0.35g通常指的是什么剂量？,在中医中，0.15～0.35g这样的剂量通常指的是某些毒性较大或药效较强的中药饮片的处方剂量。这类药物需要精确计量，以确保安全有效。例如，某些虫类药或矿物药的剂量可能会在这个范围内，以避免过量引发不良反应。
,,train-00658-db17c4950647,train,658,knowledge_qa,heading_only_output|heading_only_task_mismatch|short_output|unverified_research_claim,基于阴竭阳脱理论的中医急救方案探讨,探讨阴竭阳脱理论在中医急救中的应用及疗效分析
,,train-00671-b5c90b9a649f,train,671,knowledge_qa,short_output|unverified_research_claim,中医针灸对慢性活动性肝炎的影响研究,“探索针灸在缓解及预防慢性活动性肝炎中的临床疗效与作用机制”
,,train-00685-75eb37f9a035,train,685,knowledge_qa,unverified_research_claim,宫颈上皮内瘤变的最新研究进展是什么？,'宫颈癌前病变：从病理生理学新知到个性化精准治疗'，这可能是一个全面探索该领域最新发展和挑战的研究题目。
,,train-00688-3b94d8a1722b,train,688,extraction_classification,,将以下中药按性味归经分类：黄连、黄芩、黄柏。,黄连：苦寒，归心、肺、胃、大肠经；黄芩：苦寒，归肺、胆、胃、大肠经；黄柏：苦寒，归肾、膀胱经。
,,train-00689-1f91cb38de2e,train,689,title_generation,duplicate_output|short_output|title_only_output|unverified_research_claim,请根据以下内容生成一个中医文献的标题：本研究探讨了黄芪对糖尿病肾病大鼠肾脏保护作用及机制。,《黄芪对糖尿病肾病大鼠肾脏保护作用及机制研究》
,,train-00695-03cbd62bcc88,train,695,title_generation,short_output|title_only_output|unverified_research_claim,请为以下主题生成一个中医文献标题：‘探讨中药在调节人体免疫力方面的作用’,《中药调节人体免疫力的作用机制与临床应用研究》
,,train-00732-ddc94a31e41d,train,732,title_generation,potentially_toxic_herb|short_output|title_only_output|toxic_herb_without_safety_language,请为以下主题生成一个文献标题：半夏在治疗湿阻中焦证中的应用。,《半夏在治疗湿阻中焦证中的临床应用与药效探讨》
,,train-00733-bcc4e186960e,train,733,knowledge_qa,medical_advice|medical_advice_without_safety_language|personal_medical_advice|personal_medical_advice_without_safety_language,最近总是感觉腰酸背痛，精神不振，可能是肾虚，请推荐一些中药方剂。,肾虚可以尝试使用六味地黄丸、金匮肾气丸等方剂进行调理。这些方剂都有补肾填精、固肾止泻的作用。但具体使用哪种方剂，还需根据个人体质和症状进行选择，建议在中医师的指导下使用。
,,train-00747-992ebacfca91,train,747,title_generation,short_output|title_only_output|unverified_research_claim,请根据以下内容生成一个中医文献标题：研究探讨了中药复方制剂在治疗寒湿阻滞型慢性盆腔炎中的临床效果。,《中药复方制剂治疗寒湿阻滞型慢性盆腔炎的临床研究》
,,train-00760-4d720bbd0b5b,train,760,long_form_generation,medical_advice|medical_advice_without_safety_language|potentially_toxic_herb|toxic_herb_without_safety_language,请撰写一段关于细辛在中医药方中应用的文献段落。,细辛，在中医药方中的应用历史悠久，其性味辛、温，归肺、肾、心、肝经。细辛具有祛风散寒、通窍止痛的功效，是治疗风寒感冒、头痛、鼻塞等病症的常用药物。在《本草纲目》中，对细辛的应用有详细的记载，如细辛配伍白芷可治疗风寒头痛。此外，细辛在现代研究中被发现含有多种有效成分，具有抗炎、镇痛等药理作用，进一步证实了其在中医药方中的重要地位。
,,train-00779-6fda472dfd98,train,779,title_generation,short_output|title_only_output|unverified_research_claim,请撰写一篇关于'决明子'在现代研究中应用的文献综述标题。,《决明子：传统中药材在现代药理学与临床研究中的应用》
,,train-00801-dd475170dd0b,train,801,knowledge_qa,heading_only_output|heading_only_task_mismatch|serious_condition|serious_condition_without_safety_language|short_output|unverified_research_claim,关于肺鳞癌与传统中医疗法的关联性研究,肺鳞癌患者接受中医干预后的治疗效果与生存率对比分析
,,train-00803-09e61207a663,train,803,rewriting_editing,,请根据中医理论，修改下面这句话中的错误：'人参是一种温热的药物，可以用来治疗各种热病。',人参性温，归心、脾、肺经，能大补元气、健脾益肺、生津止渴、安神益智，用于治疗气虚欲脱、脾气虚弱、食少便溏、肺气亏虚、喘咳乏力、津伤口渴、失眠多梦等症状。因其性质温补，不适合用于治疗热病。
,,train-00815-7c85cb7641af,train,815,title_generation,heading_only_output|latin_text_fragment|short_output,请根据以下关键词生成一篇关于中医的文献标题：肾气亏虚、Intermittent Vertigo。,“肾气亏虚所致间歇性眩晕的中医治疗研究”
,,train-00816-43b9f3589a38,train,816,knowledge_qa,heading_only_output|heading_only_task_mismatch|serious_condition|serious_condition_without_safety_language|short_output|unverified_research_claim,研究中成药与现代化疗药物联合治疗晚期肝癌的效果和机理。,【联合用药治疗】晚期肝癌：中医中成药配合现代化学疗法的协同效应研究
,,train-00826-e68ec05de7d3,train,826,title_generation,short_output|title_only_output|vulnerable_population|vulnerable_population_without_safety_language,请帮我生成一个关于中医治疗孕妇恶心呕吐的文献标题。,《基于中医理论的孕妇恶心呕吐治疗方法研究》
,,train-00881-1f62c4474401,train,881,knowledge_qa,latin_text_fragment,Memory Loss Or Impairment在中医里是如何解释的？,在中医理论中，Memory Loss Or Impairment可能与肾精不足、心脾两虚、气血瘀阻等多种因素有关。中医治疗时会根据具体证型进行辨证施治，常用的治疗方法有补肾填精、健脾养心、活血化瘀等。
,,train-00882-393109a1e8d0,train,882,knowledge_qa,heading_only_output|heading_only_task_mismatch|medical_advice|medical_advice_without_safety_language|short_output|unverified_research_claim,关于中药方剂推荐的研究,基于多图卷积网络的中药方剂推荐模型研究
,,train-00916-aa4998586e47,train,916,knowledge_qa,vulnerable_population|vulnerable_population_without_safety_language,小儿预激综合征与心率过速之间的联系是什么？中药能起到什么作用？,小儿预激综合征是一种常见的先天性心脏异常，常伴随着心室早搏或快速心律失常。在中医看来，这可能关联“痰湿、火”等因素引发的心悸等病症。针对此问题的治疗通常包括调整饮食、情绪与生活方式等方面，并且会用到具有清热化痰、调理气机功能的中药进行辅助。具体用药可考虑四物汤加味、半夏茯苓丸等以帮助调节患儿体内的气血与津液平衡，达到稳定心率的作用。但是，针对特殊疾病治疗时应当注意，药物应用需谨慎并应遵循中医师的专业指导，在某些情况下可能需要配合西医疗法进行综合管理。
,,train-00946-eab173660cee,train,946,knowledge_qa,dosage_question|dosage_without_safety_language|medical_advice|medical_advice_without_safety_language|unverified_research_claim,描述一次使用中药调理身体的实际案例，包括病症、使用的药材及最终疗效。,一位50岁的女性因为长期的肩周炎问题，感到肌肉紧绷与疼痛影响日常生活。她在专业中医指导下采用了一系列温和但针对性强的传统药物。主要包括了当归以滋养血液和舒缓疼痛，羌活以通散关节僵硬和肿痛，同时配以白芍来调节气血平衡，并辅以鹿角胶以补益体元、促进筋骨恢复。通过为期6周的中药治疗后，患者的疼痛感显著减轻，肌肉松弛度改善，活动范围明显增加。整个过程，患者体验到了中医调理的安全性与有效性，在改善体质的同时达到症状缓解和提高生活质量的目的。
,,train-00949-93c4526ddd5f,train,949,long_form_generation,document_style_output|unverified_research_claim,请为一篇探讨胃肠湿热证的中医疗法及其在现代医学中应用的文献撰写摘要。,本文综述了胃肠湿热证的中医治疗方法，包括中药治疗、针灸疗法等，并探讨了其与现代医学的关联，以期为临床实践提供参考。
,,train-00950-cfab5587b23d,train,950,title_generation,short_output|title_only_output|unverified_research_claim,请根据以下内容生成一个中医文献的标题：探讨大蒜在降低血脂和抗血小板聚集方面的作用机制。,《大蒜对血脂调控及抗血小板聚集作用机制的研究》
,,train-00951-c8f66f02f0b6,train,951,knowledge_qa,personal_medical_advice,最近总是感觉身体沉重，乏力，没有精神，中医有什么好的调理方法吗？,根据您的描述，可能是属于中医学中的'脾气虚弱'。建议可以尝试使用四君子汤来调理。四君子汤是一种经典的补益剂，主要成分有人参、白术、茯苓、炙甘草，适合脾气虚弱的人群。请在中医师指导下使用。
,,train-00958-eddd9e4415a9,train,958,knowledge_qa,latin_text_fragment,一枝黄花有什么药用价值？,一枝黄花，又称 Solidago virgaurea，具有清热解毒、疏风除湿、利尿消肿等功效。在中医中，常用其来治疗湿热黄疸、湿疹、尿路感染等疾病。
,,train-01018-bc232c49fcac,train,1018,knowledge_qa,serious_condition|serious_condition_without_safety_language,为什么多花八角莲可以用于非骨髓性甲状腺癌治疗？,多花八角莲作为一种传统中药，其在非骨髓性甲状腺癌中的应用，主要基于其具有一定的抗肿瘤活性和调节免疫系统的潜力。其中所含的黄酮类成分可能对抑制恶性细胞生长、减轻炎症及提高患者免疫力有积极作用。
,,train-01026-23eb4e99051e,train,1026,title_generation,potentially_toxic_herb|serious_condition|serious_condition_without_safety_language|short_output|title_only_output|toxic_herb_without_safety_language|unverified_research_claim,请根据以下内容生成一个中医文献标题：研究探讨了川乌中有效成分对白血病细胞株的抑制作用。,《川乌有效成分对白血病细胞株抑制作用的实验研究》
,,train-01045-4897190ad068,train,1045,knowledge_qa,medical_advice|personal_medical_advice,麻疹后，孩子皮肤瘙痒，夜间加重，影响睡眠，有什么中药方剂可以缓解？,麻疹后皮肤瘙痒，夜间加重，可以考虑使用清热解毒、养血润燥的方剂。比如，可以尝试使用清热地黄汤加味，具体用药还需根据孩子的实际情况由中医师指导。
,,train-01052-f5bbb998ed3a,train,1052,title_generation,title_only_output|unverified_research_claim|very_short_output,请根据以下关键词生成一篇关于中医药的文献标题：中医药、糖尿病、治疗、临床研究。,《中医药治疗糖尿病的临床研究》
,,train-01074-569259225ea9,train,1074,knowledge_qa,heading_only_output|heading_only_task_mismatch|unverified_research_claim|very_short_output,关于中医治疗水肿的研究,中医治疗水肿的优势与方法研究
,,train-01124-1887422b83f6,train,1124,knowledge_qa,document_style_output|document_style_task_mismatch|malformed_instruction|unverified_research_claim,本研究探索了中药在减轻化疗副反应中的应用，并分析其临床效果及安全性的数据。,本文对中药在缓解化疗药物所致副作用的临床应用进行了系统回顾和数据分析，重点阐述了各类中成药和单味中药的治疗机制、适应症选择、给药途径以及潜在的安全性指标，同时整合了近期的多中心随机对照研究证据。通过综合评估不同疗法的有效性与耐受性，以期为化疗患者提供安全、高效的辅助治疗策略，进而提高生活质量和预后效果。
,,train-01135-300fdb40f667,train,1135,knowledge_qa,personal_medical_advice|vulnerable_population,一位70岁的老年人因为吊山桃引起的皮肤过敏，寻求中药治疗建议。,针对因吊山桃引起的皮肤过敏现象，可以考虑采用中医辨证施治的方法。根据具体情况可以选择清热解毒、祛风止痒的方剂进行内服治疗，并结合外用中草药膏进行局部消炎、舒缓症状。例如：可采用银翘散加减配伍，加入连翘、金银花等清热解毒之品；对于局部皮肤炎症明显者，可以选用具有消肿止痒功能的中药膏如三黄洗剂等。但需要注意的是，使用任何草药或药物之前，应该咨询专业的中医师以确保安全性和适宜性，并针对具体情况调整方剂。
,,train-01148-dd3a1f79a85a,train,1148,long_form_generation,,请撰写一段关于肝血不足的中医文献。,肝血不足，是指肝经血液亏虚，不能濡养头目、肢体、爪甲等，表现为眩晕、视力减退、肢体麻木等症状。治疗上，应以补血养肝为主，可选用四物汤、加味逍遥散等方剂。
,,train-01151-ab93725379bc,train,1151,knowledge_qa,medical_advice|medical_advice_without_safety_language|personal_medical_advice|personal_medical_advice_without_safety_language,患有阴虚火旺证，中医师可能会推荐哪种方剂？,阴虚火旺证在中医理论中，可以采用滋阴降火的方剂进行治疗。常见的方剂有六味地黄丸、知柏地黄丸等，它们通过滋阴清热来调整身体的阴阳平衡，缓解阴虚火旺带来的症状，如五心烦热、口干咽燥等。
,,train-01167-836569d283c1,train,1167,knowledge_qa,medical_advice|medical_advice_without_safety_language|vulnerable_population|vulnerable_population_without_safety_language,儿童营养障碍在中医中有哪些治疗方法？,中医治疗儿童营养障碍的方法多样，包括药物治疗、饮食调理、推拿按摩等。例如，针对营养不良、消化吸收不良，可以使用健脾消食的方剂如六君子汤；对于特定营养素缺乏，可通过食物补充或中药调整。此外，推拿按摩可以改善脾胃功能，增强食欲。重要的是根据儿童的具体体质和症状，由中医师制定个性化治疗方案。
,,train-01172-7112108b31fb,train,1172,rewriting_editing,short_output,请修改以下句子中的错误：'中药的四气五味理论，是指药物的四种气候和五种味道。',中药的四气五味理论，是指药物的四种性质和五种味道。
,,train-01186-dec081ec3d38,train,1186,knowledge_qa,medical_advice|medical_advice_without_safety_language|personal_medical_advice|personal_medical_advice_without_safety_language,我最近感觉胃口不好，有什么中药方剂可以帮助消化？,根据中医理论，胃不好主要是因为脾胃虚弱、胃肠蠕动缓慢、食物不能被充分消化等原因所致。因此，建议您可以使用一些温中散寒、健脾益胃的中药方剂来帮助消化，如四君子汤、六君子汤等。四君子汤是一种常用的中药方剂，由人参、白术、茯苓、大枣等组成，具有温中益气、健脾和胃的功效。该方剂可以促进胃肠蠕动，提高消化功能，帮助食物的吸收和代谢，从而缓解胃口不好、腹胀、恶心等症状。六君子汤也是一种常用的中药方剂，由人参、白术、茯苓、甘草等组成，具有补中益气、健脾开胃的功效。该方剂可以增强胃肠蠕动，促进食物消化吸收，缓解腹胀、食欲不振、口干舌燥等症状。需要提醒的是，中药方剂虽然具有一定的辅助治疗作用，但是并非适合所有人群，特别是孕妇和儿童等特殊人群，应该在医生的指导下使用。另外，在使用中药方剂时，也要注意药物剂量、用法等问题，以免造成不良反应或者毒副作用。
,,train-01198-7efa6f177df7,train,1198,knowledge_qa,serious_condition|serious_condition_without_safety_language|unverified_research_claim,现代科学研究中有哪些中药材被证实具有抗肿瘤作用？,现代研究已经证实多种中草药对癌症具有一定抑制作用，包括但不限于：1. 鹿茸，含有生物活性成分可促进免疫系统功能；2. 灵芝多糖体，增强机体的抗癌免疫力；3. 黄芪，调节人体的细胞代谢和抗凋亡作用，辅助抵抗肿瘤发展；4. 三七，有止血、抗炎和抗氧化的多重效果，对癌细胞增殖有一定抑制作用。在使用任何草药作为治疗辅助时，请务必遵循专业医疗人员指导，以确保安全性与有效性。
,,train-01231-3fc974ac7660,train,1231,title_generation,medical_advice|medical_advice_without_safety_language|short_output|title_only_output|unverified_research_claim,请根据以下内容生成一个中医文献的标题：文献讨论了中医治疗胃阴虚的方法，包括药方和食疗，以及与现代医学的关联。,《胃阴虚的中医治疗探讨：药方、食疗及与现代医学的关联》
,,train-01234-2927590655a8,train,1234,knowledge_qa,document_style_output|document_style_task_mismatch|medical_advice|medical_advice_without_safety_language,关于中药的来源、与相关实体的关系及使用场景分析，你有何见解？,本文详细解析了中药的主要来源，包括野生采集、人工栽培等，并阐述其如何与各类药用植物和矿物密切相关。通过对中医药历史、理论体系的理解，结合现代医学研究成果，对传统中草药在治疗、保健及养生领域的应用进行了深入分析。强调了中药的科学价值以及文化背景对其临床使用的重要性，为实现传统医药现代化提供了启示。
,,train-01259-eceaef690895,train,1259,extraction_classification,duplicate_output|short_output,请将以下中药按照功效分类：人参、黄连、枸杞子、当归。,人参、枸杞子属于补虚药；黄连属于清热药；当归属于补血药。
,,train-01271-e8f2b6124356,train,1271,long_form_generation,document_style_output|potentially_toxic_herb|toxic_herb_without_safety_language|unverified_research_claim,请对以下文献进行摘要：本文研究了附子对心血管系统的影响，发现附子能增强心脏的收缩力，增加心输出量，并具有抗心律失常的作用。,本文研究了附子对心血管系统的影响，发现附子能增强心脏的收缩力，增加心输出量，并具有抗心律失常的作用。
,,train-01276-13527b870742,train,1276,knowledge_qa,document_style_output|document_style_task_mismatch|serious_condition|serious_condition_without_safety_language|unverified_research_claim,本文概述了中药在治疗睾丸癌中独特的调理作用和主要原理，并探讨其与现代医学之间的互补性。,该文总结了中药材用于睾丸癌治疗的特性及其与西医方法的相辅相成之处，详细阐述了其生物学基础以及在疾病管理中的实践应用。
,,train-01283-b266ec9f2707,train,1283,knowledge_qa,personal_medical_advice|personal_medical_advice_without_safety_language,我有一个亲戚患有弱视，我想知道中医有没有什么方法可以辅助治疗？,对于弱视这种视觉功能障碍的儿童患者，中医常常采取调理身体内部环境与外部生活学习方式结合的方法进行综合治疗。首先，注重调整生活习惯，保证足够的睡眠和均衡营养。其次，中医常用的疗法包括针灸、按摩、眼操等物理治疗方法来促进眼部血液循环，缓解眼部疲劳；还有根据患儿的具体情况配制个性化中药方剂，如以补气养血、调肝明目为主进行调理。配合眼科专业治疗，能达到较好的辅助效果。请务必在专业人士指导下实施。
,,train-01293-bde7db93608b,train,1293,knowledge_qa,document_style_output|document_style_task_mismatch|medical_advice|medical_advice_without_safety_language|unverified_research_claim,关于中医对病毒性脑膜炎的治疗方法及效果研究,本文综述了中医疗法在应对病毒性脑膜炎中的应用，并讨论了其临床治疗效果与现代医学相比的优势。分析显示，中医药疗法通过调节免疫系统、抑制病毒感染和改善炎症反应等方面，展现出独特的治疗价值。文章详细介绍了如柴胡桂枝汤、黄连解毒汤等经典方剂的使用实例，在控制疾病发展及恢复患者健康方面均取得显著成果，同时讨论了结合现代医疗设备支持下的中医干预策略的有效性与局限性。
,,train-01295-92367cf557a4,train,1295,title_generation,short_output|title_only_output|unverified_research_claim,请根据中医理论，结合现代研究，撰写一篇关于沙棘在中医中的应用的文献标题。,《沙棘在中医中的应用及其现代药理学研究》
